0.011640622	0.0000000
0.024390857	0.0000000
0.037141092	0.0000000
0.049891327	0.0000000
0.062641562	0.0000000
0.075391797	0.0000000
0.088142032	0.0000000
0.10089227	0.0000000
0.11364250	0.0000000
0.12639274	0.0000000
0.13914297	0.0000000
0.15189321	0.0000000
0.16464344	0.0000000
0.17739368	0.0000000
0.19014391	0.0000000
0.20289415	0.0000000
0.21564438	0.0000000
0.22839462	0.0000000
0.24114485	0.0000000
0.25389509	0.0000000
0.26664532	0.0000000
0.27939556	0.0000000
0.29214579	0.0000000
0.30489603	0.0000000
0.31764626	0.0000000
0.33039650	0.0000000
0.34314673	0.0000000
0.35589697	0.0000000
0.36864720	0.0000000
0.38139743	0.0000000
0.39414767	0.0000000
0.40689790	0.0000000
0.41964814	0.0000000
0.43239837	0.0000000
0.44514861	0.0000000
0.45789884	0.0000000
0.47064908	0.0000000
0.48339931	0.0000000
0.49614955	0.0000000
0.50889978	0.0000000
0.52165002	0.0000000
0.53440025	0.0000000
0.54715049	0.0000000
0.55990072	0.0000000
0.57265096	0.0000000
0.58540119	0.0000000
0.59815143	0.0000000
0.61090166	0.0000000
0.62365190	0.0000000
0.63640213	1120224.5
0.64915237	1171022.9
0.66190260	1277516.9
0.67465284	1289796.1
0.68740307	1304040.7
0.70015331	1353019.7
0.71290354	1386691.6
0.72565378	1411331.6
0.73840401	1443303.2
0.75115425	1460977.6
0.76390448	1480696.1
0.77665472	1492756.1
0.78940495	1506856.8
0.80215519	1513058.5
0.81490542	1519435.9
0.82765566	1523038.2
0.84040589	1523760.6
0.85315613	1524590.9
0.86590636	1521114.2
0.87865660	1517891.1
0.89140683	1514136.4
0.90415707	1507510.8
0.91690730	1501336.9
0.92965754	1495470.8
0.94240777	1487526.3
0.95515801	1478355.3
0.96790824	1470338.6
0.98065848	1462512.3
0.99340871	1451394.6
1.0061589	1444608.1
1.0189092	1436196.0
1.0316594	1426375.2
1.0444097	1418769.9
1.0571599	1412266.9
1.0699101	1404488.2
1.0826604	1399444.4
1.0954106	1397783.3
1.1081608	1400590.5
1.1209111	1406337.4
1.1336613	1419548.8
1.1464115	1446256.7
1.1591618	1486608.9
1.1719120	1525252.9
1.1846622	1582090.1
1.1974125	1663295.4
1.2101627	1713416.1
1.2229129	1773164.7
1.2356632	1833081.2
1.2484134	1881965.3
1.2611636	1912637.2
1.2739139	1934504.2
