0.011032571	0.0000000
0.023782004	0.0000000
0.036531437	0.0000000
0.049280871	0.0000000
0.062030304	0.0000000
0.074779737	0.0000000
0.087529170	0.0000000
0.10027860	0.0000000
0.11302804	0.0000000
0.12577747	0.0000000
0.13852690	0.0000000
0.15127634	0.0000000
0.16402577	0.0000000
0.17677520	0.0000000
0.18952463	0.0000000
0.20227407	0.0000000
0.21502350	0.0000000
0.22777293	0.0000000
0.24052237	0.0000000
0.25327180	0.0000000
0.26602123	0.0000000
0.27877067	0.0000000
0.29152010	0.0000000
0.30426953	0.0000000
0.31701896	0.0000000
0.32976840	0.0000000
0.34251783	0.0000000
0.35526726	0.0000000
0.36801670	0.0000000
0.38076613	0.0000000
0.39351556	0.0000000
0.40626500	0.0000000
0.41901443	0.0000000
0.43176386	0.0000000
0.44451330	0.0000000
0.45726273	0.0000000
0.47001216	0.0000000
0.48276159	0.0000000
0.49551103	0.0000000
0.50826046	0.0000000
0.52100989	0.0000000
0.53375933	0.0000000
0.54650876	0.0000000
0.55925819	0.0000000
0.57200763	0.0000000
0.58475706	0.0000000
0.59750649	0.0000000
0.61025593	0.0000000
0.62300536	0.0000000
0.63575479	1091596.3
0.64850422	1143302.5
0.66125366	1253043.9
0.67400309	1265417.5
0.68675252	1279450.6
0.69950196	1329102.2
0.71225139	1362752.1
0.72500082	1387462.8
0.73775026	1419291.2
0.75049969	1436830.9
0.76324912	1456266.7
0.77599856	1467997.7
0.78874799	1481492.4
0.80149742	1487181.9
0.81424685	1493166.1
0.82699629	1495787.9
0.83974572	1495730.1
0.85249515	1495799.8
0.86524459	1491664.8
0.87799402	1487501.8
0.89074345	1483091.5
0.90349289	1475397.5
0.91624232	1468147.2
0.92899175	1461228.2
0.94174119	1452175.2
0.95449062	1441753.0
0.96724005	1432719.1
0.97998948	1424104.8
0.99273892	1411387.6
1.0054884	1403622.5
1.0182378	1393490.5
1.0309872	1381288.7
1.0437366	1371400.3
1.0564861	1362207.2
1.0692355	1349674.2
1.0819849	1338726.8
1.0947344	1331036.1
1.1074838	1318474.8
1.1202332	1308141.1
1.1329827	1298596.8
1.1457321	1288660.6
1.1584815	1276585.7
1.1712310	1267901.3
1.1839804	1259128.2
1.1967298	1246979.9
1.2094793	1239252.0
1.2222287	1230943.3
1.2349781	1220667.2
1.2477276	1211886.3
1.2604770	1204377.4
1.2732264	1194384.0
1.2859759	1184749.4
1.2987253	1178051.4
1.3114747	1168224.5
1.3242242	1160320.4
1.3369736	1152340.6
1.3497230	1145117.0
1.3624725	1135912.9
1.3752219	1128758.9
1.3879713	1121909.8
1.4007208	1112885.4
1.4134702	1106121.2
1.4262196	1099088.0
1.4389691	1091501.3
1.4517185	1083665.0
1.4644679	1077269.9
1.4772174	1068913.6
1.4899668	1062130.8
1.5027162	1056408.2
1.5154657	1049655.8
1.5282151	1043690.8
1.5409645	1037538.2
1.5537140	1031764.4
1.5664634	1024588.8
1.5792128	1019271.1
1.5919623	1013188.9
1.6047117	1006448.9
1.6174611	1001131.4
1.6302106	995370.91
1.6429600	989552.73
1.6557094	984056.11
1.6684589	979591.50
1.6812083	972876.47
1.6939577	967583.31
1.7067072	962575.12
1.7194566	956904.36
1.7322060	952293.81
1.7449555	947391.09
1.7577049	941991.73
1.7704543	936121.19
1.7832038	931911.10
1.7959532	926638.74
1.8087026	921896.40
1.8214521	917425.87
1.8342015	912843.07
1.8469509	908090.18
1.8597004	903706.82
1.8724498	899894.55
1.8851992	894550.67
1.8979487	890671.26
1.9106981	886632.03
1.9234475	882126.80
1.9361970	878400.73
1.9489464	874722.98
1.9616958	870908.20
1.9744453	866813.38
1.9871947	863736.05
1.9999441	859899.96
